_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Coagulation and hemorrhagic disorders | Hematuria,D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,R310,Gross hematuria,1242,18.150747414721195,20.40452651152873,11.014974758348773,1.852435158424959,Blood/immune,Symptoms/signs,Coagulation and hemorrhagic disorders,Hematuria,1,18.150747414721195
Heart failure | Shock,I5023,Acute on chronic systolic (congestive) heart failure,R570,Cardiogenic shock,8902,12.43607037953046,16.967187695084426,11.011619690535284,1.5408439604636976,Circulatory,Symptoms/signs,Heart failure,Shock,6,41.788002910626126
Myopathies | Unacceptable PDX,G7281,Critical illness myopathy,R6521,Severe sepsis with septic shock,1269,12.080639293287025,15.164492839137631,10.983334636239842,1.3806820370474675,Nervous,Symptoms/signs,Myopathies,Unacceptable PDX,2,12.080639293287025
Chronic obstructive pulmonary disease and bronchiectasis | Pneumothorax,J439,"Emphysema, unspecified",J9383,Other pneumothorax,854,11.152440702377609,12.72469532430011,10.970406723150203,1.1599109901229037,Respiratory,Respiratory,Chronic obstructive pulmonary disease and bronchiectasis,Pneumothorax,2,11.152440702377609
Postprocedural or postoperative respiratory system complication | Respiratory failure; insufficiency; arrest,J95851,Ventilator associated pneumonia,J9621,Acute and chronic respiratory failure with hypoxia,1173,9.541400317558915,12.442295909656032,10.934250495186456,1.1379194134187305,Respiratory,Respiratory,Postprocedural or postoperative respiratory system complication,Respiratory failure; insufficiency; arrest,3,11.177457957346087
Mental and substance use disorders in remission | Other specified diseases of veins and lymphatics,F1021,"Alcohol dependence, in remission",I8510,Secondary esophageal varices without bleeding,832,17.135539530777265,18.70814110301553,10.918550816530972,1.7134271220948956,Mental/behavioural,Circulatory,Mental and substance use disorders in remission,Other specified diseases of veins and lymphatics,2,17.135539530777265
"Complication of other surgical or medical care, injury, initial encounter | Gangrene",I96,"Gangrene, not elsewhere classified",T8131XA,"Disruption of external operation (surgical) wound, NEC, init",547,13.149918614451282,14.025954384794083,10.91002317243682,1.2856026209210425,Circulatory,Injury/poisoning,Gangrene,"Complication of other surgical or medical care, injury, initial encounter",1,13.149918614451282
Calculus of urinary tract | Other specified and unspecified diseases of kidney and ureters,N200,Calculus of kidney,N281,"Cyst of kidney, acquired",2319,12.064465377519705,13.60632189296004,10.900552655299194,1.2482231243886028,Genitourinary,Genitourinary,Calculus of urinary tract,Other specified and unspecified diseases of kidney and ureters,2,35.96539330748464
Coagulation and hemorrhagic disorders | Other specified and unspecified disorders of stomach and duodenum,D6959,Other secondary thrombocytopenia,K3189,Other diseases of stomach and duodenum,2869,12.521234502192298,14.534676649188915,10.891066163164831,1.3345503949234376,Blood/immune,Digestive,Coagulation and hemorrhagic disorders,Other specified and unspecified disorders of stomach and duodenum,3,34.7205922377509
Acquired foot deformities | Spondylopathies/spondyloarthropathy (including infective),M21372,"Foot drop, left foot",M48061,"Spinal stenosis, lumbar region without neurogenic claud",1015,12.84273425153125,14.639965744362003,10.853332729227986,1.3488912677427305,Musculoskeletal,Musculoskeletal,Acquired foot deformities,Spondylopathies/spondyloarthropathy (including infective),4,18.96468612866804
Trauma- and stressor-related disorders | Unacceptable PDX,F4310,"Post-traumatic stress disorder, unspecified",Z915,Personal history of self-harm,12984,13.938476047103803,19.517000739019107,10.847639296375132,1.799193373395163,Mental/behavioural,Factors/status,Trauma- and stressor-related disorders,Unacceptable PDX,8,27.294628006741355
Hepatic failure | Other specified and unspecified endocrine disorders,E162,"Hypoglycemia, unspecified",K7200,Acute and subacute hepatic failure without coma,1638,10.960607869741276,12.053442705911094,10.828723486044709,1.1130991313468033,Endocrine/metabolic,Digestive,Other specified and unspecified endocrine disorders,Hepatic failure,1,10.960607869741276
"Chronic kidney disease | Complication of other surgical or medical care, injury, initial encounter",N186,End stage renal disease,T80211A,"Bloodstream infection due to central venous catheter, init",2647,9.0919055938309,12.343516062834835,10.823547103395796,1.1404316851877665,Genitourinary,Injury/poisoning,Chronic kidney disease,"Complication of other surgical or medical care, injury, initial encounter",3,9.0919055938309
Intestinal obstruction and ileus | Other specified and unspecified gastrointestinal disorders,K567,"Ileus, unspecified",K660,Peritoneal adhesions (postprocedural) (postinfection),3876,10.281555487941338,11.93596556850077,10.805624998263715,1.1046066812811548,Digestive,Digestive,Intestinal obstruction and ileus,Other specified and unspecified gastrointestinal disorders,6,11.13773656999894
Diabetes mellitus with complication | Postthrombotic syndrome and venous insufficiency/hypertension,E11622,Type 2 diabetes mellitus with other skin ulcer,I872,Venous insufficiency (chronic) (peripheral),1046,13.984857249191691,15.782455920651511,10.78521658424404,1.4633415840445767,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Postthrombotic syndrome and venous insufficiency/hypertension,2,17.324794566841256
Hemorrhoids | Other specified and unspecified disorders of stomach and duodenum,K3189,Other diseases of stomach and duodenum,K648,Other hemorrhoids,1662,11.814908257126554,13.070155623875715,10.751601424501969,1.2156473354834345,Digestive,Digestive,Other specified and unspecified disorders of stomach and duodenum,Hemorrhoids,4,17.075657309226887
Acute and unspecified renal failure | Coma; stupor; and brain damage,G931,"Anoxic brain damage, not elsewhere classified",N170,Acute kidney failure with tubular necrosis,3899,11.073783126611133,13.452774461759278,10.738466582902534,1.2527649416145117,Nervous,Genitourinary,Coma; stupor; and brain damage,Acute and unspecified renal failure,1,11.073783126611133
Aspiration pneumonitis | Postprocedural or postoperative digestive system complication,J690,Pneumonitis due to inhalation of food and vomit,K9423,Gastrostomy malfunction,1639,10.372741460717338,12.924514892799133,10.736816402294634,1.2037567197327648,Respiratory,Digestive,Aspiration pneumonitis,Postprocedural or postoperative digestive system complication,1,10.372741460717338
Epilepsy; convulsions | Nervous system cancers - brain,C719,"Malignant neoplasm of brain, unspecified",R569,Unspecified convulsions,542,12.10154020816596,13.543875454247113,10.70798045037277,1.2648393893710943,Neoplasm,Symptoms/signs,Nervous system cancers - brain,Epilepsy; convulsions,1,12.10154020816596
Coagulation and hemorrhagic disorders | Gastrointestinal hemorrhage,D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,K921,Melena,1471,14.31615308077893,16.16977897177427,10.696238824598888,1.5117256857230503,Blood/immune,Digestive,Coagulation and hemorrhagic disorders,Gastrointestinal hemorrhage,4,14.31615308077893
"Internal organ injury, initial encounter | Unacceptable PDX",R402362,"Coma scale, best motor response, obeys commands, EMR",S270XXA,"Traumatic pneumothorax, initial encounter",727,12.549387628385974,13.5939014867405,10.693763855777004,1.2711989595129107,Symptoms/signs,Injury,Unacceptable PDX,"Internal organ injury, initial encounter",4,50.812181916540666
Shock | Unacceptable PDX,R570,Cardiogenic shock,R6521,Severe sepsis with septic shock,7616,11.457370485863084,14.911202920936809,10.683085215909038,1.3957768397027612,Symptoms/signs,Symptoms/signs,Shock,Unacceptable PDX,6,30.961553445301263
Coma; stupor; and brain damage | Unacceptable PDX,G931,"Anoxic brain damage, not elsewhere classified",R6521,Severe sepsis with septic shock,4454,10.458856336357098,12.988264544990288,10.663804516751291,1.217976616561904,Nervous,Symptoms/signs,Coma; stupor; and brain damage,Unacceptable PDX,12,92.46909584356212
Epilepsy; convulsions | Secondary malignancies,C7931,Secondary malignant neoplasm of brain,G4089,Other seizures,556,11.38829550005048,12.152942345412232,10.660973358076658,1.139946788836619,Neoplasm,Nervous,Secondary malignancies,Epilepsy; convulsions,1,11.38829550005048
"Fracture of head and neck, initial encounter | Respiratory failure; insufficiency; arrest",J9600,"Acute respiratory failure, unsp w hypoxia or hypercapnia",S0219XA,"Oth fracture of base of skull, init for clos fx",553,12.3707770096503,13.709375212914235,10.660617011394796,1.2859832782906202,Respiratory,Injury,Respiratory failure; insufficiency; arrest,"Fracture of head and neck, initial encounter",1,12.3707770096503
Bipolar and related disorders | Unacceptable PDX,F3181,Bipolar II disorder,Z915,Personal history of self-harm,1633,15.450920542050264,18.30641485618716,10.65562638230008,1.7180045733018288,Mental/behavioural,Factors/status,Bipolar and related disorders,Unacceptable PDX,8,23.993898032421
Gastroduodenal ulcer | Hemorrhoids,K259,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf",K648,Other hemorrhoids,1142,12.954530913832238,14.232113981297298,10.648020505556126,1.336597161310029,Digestive,Digestive,Gastroduodenal ulcer,Hemorrhoids,2,12.954530913832238
Circulatory signs and symptoms | Complications specified during childbirth,O7589,Other specified complications of labor and delivery,R030,"Elevated blood-pressure reading, w/o diagnosis of htn",1074,16.68454618490242,18.41236779673103,10.632316140314025,1.73173629844562,Pregnancy/childbirth,Symptoms/signs,Complications specified during childbirth,Circulatory signs and symptoms,1,16.68454618490242
Acute posthemorrhagic anemia | Gastrointestinal hemorrhage,D62,Acute posthemorrhagic anemia,K922,"Gastrointestinal hemorrhage, unspecified",22180,7.683178098397215,13.801290769690835,10.62251141351726,1.2992493236701583,Blood/immune,Digestive,Acute posthemorrhagic anemia,Gastrointestinal hemorrhage,3,12.636911469547364
"Effect of foreign body entering opening, initial encounter | Respiratory failure; insufficiency; arrest",J9621,Acute and chronic respiratory failure with hypoxia,T17990A,"Oth forn obj in resp tract, part unsp in cause asphyx, init",1294,10.29444796418311,13.79263976966869,10.619172985644338,1.2988431197339418,Respiratory,Injury/poisoning,Respiratory failure; insufficiency; arrest,"Effect of foreign body entering opening, initial encounter",7,11.77673075409712
Chronic rheumatic heart disease | Pulmonary heart disease,I081,Rheumatic disorders of both mitral and tricuspid valves,I2720,"Pulmonary hypertension, unspecified",10979,11.86232101731331,17.80164352927451,10.615826668408433,1.676896588962808,Circulatory,Circulatory,Chronic rheumatic heart disease,Pulmonary heart disease,12,23.66018745490441
Acute myocardial infarction | Conduction disorders,I2119,STEMI involving oth coronary artery of inferior wall,I442,"Atrioventricular block, complete",702,13.064233944351203,14.03834395739148,10.609283106617893,1.323213247899342,Circulatory,Circulatory,Acute myocardial infarction,Conduction disorders,1,13.064233944351203
Infective arthritis | Unacceptable PDX,B9561,Methicillin suscep staph infct causing dis classd elswhr,M009,"Pyogenic arthritis, unspecified",664,13.307404012909332,14.447188745784237,10.57678459027426,1.3659339114336273,Infectious,Musculoskeletal,Unacceptable PDX,Infective arthritis,1,13.307404012909332
Diabetes mellitus with complication | Other general signs and symptoms,E11649,Type 2 diabetes mellitus with hypoglycemia without coma,R680,"Hypothermia, not associated w low environmental temperature",1193,11.55376378418414,13.198904184764476,10.558452709471254,1.2500793959066234,Endocrine/metabolic,Symptoms/signs,Diabetes mellitus with complication,Other general signs and symptoms,1,11.55376378418414
Coagulation and hemorrhagic disorders | Leukemia - acute myeloid leukemia (AML),C9200,"Acute myeloblastic leukemia, not having achieved remission",D6959,Other secondary thrombocytopenia,940,11.716628439862507,13.089404332045174,10.530529872920903,1.2429957931845743,Neoplasm,Blood/immune,Leukemia - acute myeloid leukemia (AML),Coagulation and hemorrhagic disorders,1,11.716628439862507
Diabetes mellitus with complication | Proteinuria,E1121,Type 2 diabetes mellitus with diabetic nephropathy,R809,"Proteinuria, unspecified",964,11.707339051900515,12.924898752778468,10.514668734115295,1.229225482952504,Endocrine/metabolic,Symptoms/signs,Diabetes mellitus with complication,Proteinuria,1,11.707339051900515
Coma; stupor; and brain damage | Paralysis (other than cerebral palsy),G8250,"Quadriplegia, unspecified",G931,"Anoxic brain damage, not elsewhere classified",608,13.646562689317609,14.62298053003159,10.508274423521732,1.391568200512493,Nervous,Nervous,Paralysis (other than cerebral palsy),Coma; stupor; and brain damage,1,13.646562689317609
Pulmonary heart disease | Unacceptable PDX,I2781,Cor pulmonale (chronic),Z9981,Dependence on supplemental oxygen,3856,10.922236738473126,16.16603643367491,10.501688244381386,1.5393750088062332,Circulatory,Factors/status,Pulmonary heart disease,Unacceptable PDX,5,12.616935045778863
Nonrheumatic and unspecified valve disorders | Pulmonary heart disease,I2720,"Pulmonary hypertension, unspecified",I361,Nonrheumatic tricuspid (valve) insufficiency,4408,11.886785215951708,17.24941825842791,10.499442384091898,1.6428889866154373,Circulatory,Circulatory,Pulmonary heart disease,Nonrheumatic and unspecified valve disorders,2,11.886785215951708
Acute and unspecified renal failure | Myopathies,G7281,Critical illness myopathy,N170,Acute kidney failure with tubular necrosis,1059,12.193631019713864,14.710986010262864,10.481144724697463,1.4035667283172155,Nervous,Genitourinary,Myopathies,Acute and unspecified renal failure,1,12.193631019713864
Abdominal hernia | Anal and rectal conditions,K449,Diaphragmatic hernia without obstruction or gangrene,K621,Rectal polyp,781,11.199770690259442,13.833104037898623,10.456522908128251,1.3229162465799822,Digestive,Digestive,Abdominal hernia,Anal and rectal conditions,1,11.199770690259442
Abdominal pain and other digestive/abdomen signs and symptoms | Female reproductive system cancers - ovary,C569,Malignant neoplasm of unspecified ovary,R188,Other ascites,1031,12.16102206247354,14.01191363430796,10.431954143868994,1.3431724719134197,Neoplasm,Symptoms/signs,Female reproductive system cancers - ovary,Abdominal pain and other digestive/abdomen signs and symptoms,1,12.16102206247354
Diabetes mellitus with complication | Unacceptable PDX,D631,Anemia in chronic kidney disease,E1121,Type 2 diabetes mellitus with diabetic nephropathy,16307,9.90521671027132,15.091569487315754,10.426297362716566,1.447452433236918,Blood/immune,Endocrine/metabolic,Unacceptable PDX,Diabetes mellitus with complication,92,83.37833493173555
Genitourinary signs and symptoms | Unacceptable PDX,R34,Anuria and oliguria,R6521,Severe sepsis with septic shock,1314,10.307454944720838,12.457233363704905,10.421361266415348,1.1953556781349195,Symptoms/signs,Symptoms/signs,Genitourinary signs and symptoms,Unacceptable PDX,2,10.307454944720838
Hepatic failure | Other specified and unspecified gastrointestinal disorders,K559,"Vascular disorder of intestine, unspecified",K7200,Acute and subacute hepatic failure without coma,753,12.097378678543244,13.081252186686472,10.418464856298431,1.2555834633140088,Digestive,Digestive,Other specified and unspecified gastrointestinal disorders,Hepatic failure,1,12.097378678543244
"Pericarditis and pericardial disease | Pleurisy, pleural effusion and pulmonary collapse",I313,Pericardial effusion (noninflammatory),J90,"Pleural effusion, not elsewhere classified",6900,10.58959050679452,13.506172160798476,10.41720859387932,1.2965250757034943,Circulatory,Respiratory,Pericarditis and pericardial disease,"Pleurisy, pleural effusion and pulmonary collapse",1,10.58959050679452
Drug induced or toxic related condition | Unacceptable PDX,G620,Drug-induced polyneuropathy,Z9221,Personal history of antineoplastic chemotherapy,1227,11.86187646844023,14.220156910037822,10.412964994395525,1.3656203509462876,Nervous,Factors/status,Drug induced or toxic related condition,Unacceptable PDX,5,18.93917816855865
Acute posthemorrhagic anemia | Coagulation and hemorrhagic disorders,D62,Acute posthemorrhagic anemia,D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,7359,7.963307592019926,14.24342295339656,10.401292173813111,1.369389756135936,Blood/immune,Blood/immune,Acute posthemorrhagic anemia,Coagulation and hemorrhagic disorders,1,7.963307592019926
Multiple sclerosis | Pressure ulcer of skin,G35,Multiple sclerosis,L89154,"Pressure ulcer of sacral region, stage 4",903,10.92522023495657,11.749141423787515,10.392475989185185,1.1305430424870966,Nervous,Skin,Multiple sclerosis,Pressure ulcer of skin,1,10.92522023495657
Aspiration pneumonitis | Other specified status,J690,Pneumonitis due to inhalation of food and vomit,Z9911,Dependence on respirator [ventilator] status,3537,9.291377711683458,11.415439792442069,10.37542956625575,1.100237799268453,Respiratory,Factors/status,Aspiration pneumonitis,Other specified status,1,9.291377711683458
Other specified inflammatory condition of skin | Sickle cell trait/anemia,D5700,"Hb-SS disease with crisis, unspecified",L299,"Pruritus, unspecified",507,12.664056882792575,13.412928147773064,10.374018130585537,1.2929347123683892,Blood/immune,Skin,Sickle cell trait/anemia,Other specified inflammatory condition of skin,1,12.664056882792575
Hypertension with complications and secondary hypertension | Other specified and unspecified lower respiratory disease,I161,Hypertensive emergency,J810,Acute pulmonary edema,1697,11.606361527000312,13.0389090751114,10.34350455681096,1.2605890975825575,Circulatory,Respiratory,Hypertension with complications and secondary hypertension,Other specified and unspecified lower respiratory disease,1,11.606361527000312
Hypertension with complications and secondary hypertension | Nervous system signs and symptoms,I674,Hypertensive encephalopathy,R4701,Aphasia,751,13.46023170117708,15.24265677917113,10.31596057482908,1.477579976057991,Circulatory,Symptoms/signs,Hypertension with complications and secondary hypertension,Nervous system signs and symptoms,1,13.46023170117708
Acute pulmonary embolism | Coagulation and hemorrhagic disorders,D6859,Other primary thrombophilia,I2699,Other pulmonary embolism without acute cor pulmonale,1497,10.813480997077946,12.155841241733311,10.27259580548504,1.183327123144738,Blood/immune,Circulatory,Coagulation and hemorrhagic disorders,Acute pulmonary embolism,1,10.813480997077946
"Pleurisy, pleural effusion and pulmonary collapse | Pneumothorax",J90,"Pleural effusion, not elsewhere classified",J939,"Pneumothorax, unspecified",1936,10.534523968888204,12.925624512708607,10.264505190279923,1.259254515741164,Respiratory,Respiratory,"Pleurisy, pleural effusion and pulmonary collapse",Pneumothorax,3,10.534523968888204
Anxiety and fear-related disorders | Obsessive-compulsive and related disorders,F411,Generalized anxiety disorder,F429,"Obsessive-compulsive disorder, unspecified",2270,11.478290358441944,13.809692919254392,10.258255755967513,1.3462028289966264,Mental/behavioural,Mental/behavioural,Anxiety and fear-related disorders,Obsessive-compulsive and related disorders,2,12.90063405203848
Other specified and unspecified lower respiratory disease | Scoliosis and other postural dorsopathic deformities,J984,Other disorders of lung,M419,"Scoliosis, unspecified",934,11.028655842493473,11.860117009891402,10.23134841539352,1.1591939330349972,Respiratory,Musculoskeletal,Other specified and unspecified lower respiratory disease,Scoliosis and other postural dorsopathic deformities,1,11.028655842493473
Muscle disorders | Paralysis (other than cerebral palsy),G8220,"Paraplegia, unspecified",M62838,Other muscle spasm,511,12.490068421464962,13.264915674091242,10.220965274373937,1.297814376431658,Nervous,Musculoskeletal,Paralysis (other than cerebral palsy),Muscle disorders,1,12.490068421464962
Nutritional anemia | Other specified female genital disorders,D500,Iron deficiency anemia secondary to blood loss (chronic),N939,"Abnormal uterine and vaginal bleeding, unspecified",709,10.188292889113972,11.13609718950354,10.212068174737592,1.090484023309969,Blood/immune,Genitourinary,Nutritional anemia,Other specified female genital disorders,2,17.796084790113287
Other specified and unspecified diseases of bladder and urethra | Urinary system cancers - bladder,C679,"Malignant neoplasm of bladder, unspecified",N3289,Other specified disorders of bladder,522,17.627048473448607,18.911762078388392,10.210078361519194,1.852264146146518,Neoplasm,Genitourinary,Urinary system cancers - bladder,Other specified and unspecified diseases of bladder and urethra,1,17.627048473448607
Abdominal pain and other digestive/abdomen signs and symptoms | Abnormal findings without diagnosis,R17,Unspecified jaundice,R740,Nonspec elev of levels of transamns & lactic acid dehydrgnse,1115,10.841785093697617,12.204222777320346,10.203076477457037,1.1961316573765473,Symptoms/signs,Symptoms/signs,Abdominal pain and other digestive/abdomen signs and symptoms,Abnormal findings without diagnosis,1,10.841785093697617
Diabetes mellitus with complication | Other specified and unspecified diseases of kidney and ureters,E1121,Type 2 diabetes mellitus with diabetic nephropathy,N2581,Secondary hyperparathyroidism of renal origin,5810,11.804731164057856,14.327015124650336,10.15412086426927,1.4109557406456343,Endocrine/metabolic,Genitourinary,Diabetes mellitus with complication,Other specified and unspecified diseases of kidney and ureters,7,12.643793782022994
Pressure ulcer of skin | Septicemia,A4159,Other Gram-negative sepsis,L89154,"Pressure ulcer of sacral region, stage 4",513,12.55371055099145,13.297606848196176,10.129980654498292,1.3126981483712188,Infectious,Skin,Septicemia,Pressure ulcer of skin,1,12.55371055099145
Nervous system pain and pain syndromes | Spondylopathies/spondyloarthropathy (including infective),G8929,Other chronic pain,M542,Cervicalgia,10576,7.820359908720593,12.613023307598985,10.125090068649508,1.245719615537338,Nervous,Musculoskeletal,Nervous system pain and pain syndromes,Spondylopathies/spondyloarthropathy (including infective),3,8.691855136851792
Postprocedural or postoperative respiratory system complication | Shock,J95821,Acute postprocedural respiratory failure,R570,Cardiogenic shock,629,12.169548816168808,13.166559773823936,10.105643724579132,1.302891743729297,Respiratory,Symptoms/signs,Postprocedural or postoperative respiratory system complication,Shock,1,12.169548816168808
Aplastic anemia | Diseases of white blood cells,D61818,Other pancytopenia,D709,"Neutropenia, unspecified",2424,10.267889359429086,11.689844673425052,10.092600003767098,1.1582589886710837,Blood/immune,Blood/immune,Aplastic anemia,Diseases of white blood cells,1,10.267889359429086
Chronic kidney disease | Other specified and unspecified endocrine disorders,E213,"Hyperparathyroidism, unspecified",N186,End stage renal disease,3290,9.115943353072105,12.422870094580288,10.090101354737786,1.2311937866458749,Endocrine/metabolic,Genitourinary,Other specified and unspecified endocrine disorders,Chronic kidney disease,3,9.448031511064924
Neurocognitive disorders | Unacceptable PDX,F05,Delirium due to known physiological condition,Z781,Physical restraint status,3941,10.22492889354945,11.809826758998891,10.06353203590206,1.1735270198243373,Mental/behavioural,Factors/status,Neurocognitive disorders,Unacceptable PDX,4,10.22492889354945
Conditions due to neoplasm or the treatment of neoplasm | Gastrointestinal cancers - colorectal,C189,"Malignant neoplasm of colon, unspecified",G893,Neoplasm related pain (acute) (chronic),902,12.405194957879996,13.574457228645317,10.046307159332237,1.35118875158378,Neoplasm,Nervous,Gastrointestinal cancers - colorectal,Conditions due to neoplasm or the treatment of neoplasm,3,17.6467148185689
Calculus of urinary tract | Unacceptable PDX,N200,Calculus of kidney,Z87442,Personal history of urinary calculi,5664,10.286207257719,12.488157712669418,10.02332985023376,1.2459090840334035,Genitourinary,Factors/status,Calculus of urinary tract,Unacceptable PDX,5,18.765185350051585
Hematuria | Urinary tract infections,N136,Pyonephrosis,R310,Gross hematuria,2170,11.15751834102567,12.488879514029916,10.01565521837825,1.2469358461055466,Genitourinary,Symptoms/signs,Urinary tract infections,Hematuria,1,11.15751834102567
Coronary atherosclerosis and other heart disease | Unacceptable PDX,I252,Old myocardial infarction,Z955,Presence of coronary angioplasty implant and graft,122942,7.952445000092294,18.621533737361187,10.001117281252853,1.861945342073665,Circulatory,Factors/status,Coronary atherosclerosis and other heart disease,Unacceptable PDX,4,18.18749750407016
Immunity disorders | Unacceptable PDX,D860,Sarcoidosis of lung,Z7952,Long term (current) use of systemic steroids,811,11.242693502279058,13.291544590986147,9.989806395493217,1.330510729115078,Blood/immune,Factors/status,Immunity disorders,Unacceptable PDX,2,11.242693502279058
"Opioid-related disorders | Poisoning by drugs, initial encounter",F1120,"Opioid dependence, uncomplicated",T402X1A,"Poisoning by oth opioids, accidental (unintentional), init",669,12.907308101201416,14.890794668718046,9.989769320495654,1.4906044565180432,Mental/behavioural,Injury/poisoning,Opioid-related disorders,"Poisoning by drugs, initial encounter",2,12.907308101201416
Epilepsy; convulsions | Other nervous system disorders (often hereditary or degenerative),G253,Myoclonus,R569,Unspecified convulsions,667,10.199399843556176,11.22286333501408,9.977497048583992,1.1248175048677995,Nervous,Symptoms/signs,Other nervous system disorders (often hereditary or degenerative),Epilepsy; convulsions,1,10.199399843556176
Abdominal hernia | Respiratory perinatal condition,K429,Umbilical hernia without obstruction or gangrene,P284,Other apnea of newborn,732,10.328350850344728,10.976061262888424,9.970629069268208,1.1008393940477832,Digestive,Perinatal,Abdominal hernia,Respiratory perinatal condition,1,10.328350850344728
Other specified and unspecified liver disease | Pancreatic disorders (excluding diabetes),K760,"Fatty (change of) liver, not elsewhere classified",K8520,Alcohol induced acute pancreatitis without necrosis or infct,2888,13.417221292350678,16.253560680615347,9.93671816832652,1.635707122339837,Digestive,Digestive,Other specified and unspecified liver disease,Pancreatic disorders (excluding diabetes),6,13.417221292350678
Conduction disorders | Shock,I442,"Atrioventricular block, complete",R570,Cardiogenic shock,1895,13.209464081120425,14.836964367988395,9.92661937536028,1.4946643773626,Circulatory,Symptoms/signs,Conduction disorders,Shock,1,13.209464081120425
Malaise and fatigue | Skin/Subcutaneous signs and symptoms,R200,Anesthesia of skin,R531,Weakness,2740,9.106576658711363,10.706483392521584,9.906458318736137,1.080757930639284,Symptoms/signs,Symptoms/signs,Skin/Subcutaneous signs and symptoms,Malaise and fatigue,1,9.106576658711363
Gastroduodenal ulcer | Gastrointestinal hemorrhage,K259,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf",K921,Melena,1279,11.593953848158778,12.7880416055371,9.903674979542592,1.2912420522636865,Digestive,Digestive,Gastroduodenal ulcer,Gastrointestinal hemorrhage,6,20.03230597591479
Cerebral infarction | Skin/Subcutaneous signs and symptoms,I639,"Cerebral infarction, unspecified",R200,Anesthesia of skin,1522,10.275788452361011,11.370495163417536,9.889033922187766,1.149808490180811,Circulatory,Symptoms/signs,Cerebral infarction,Skin/Subcutaneous signs and symptoms,1,10.275788452361011
Chronic kidney disease | Fluid and electrolyte disorders,E8770,"Fluid overload, unspecified",N186,End stage renal disease,20924,8.879021646209573,12.968789992786611,9.878395714358511,1.3128437418169157,Endocrine/metabolic,Genitourinary,Fluid and electrolyte disorders,Chronic kidney disease,6,17.029834801981035
Occlusion or stenosis of precerebral or cerebral arteries without infarction | Paralysis (other than cerebral palsy),G8194,"Hemiplegia, unspecified affecting left nondominant side",I6521,Occlusion and stenosis of right carotid artery,1514,13.309254904805965,14.844160420668072,9.852550522747718,1.5066312409558975,Nervous,Circulatory,Paralysis (other than cerebral palsy),Occlusion or stenosis of precerebral or cerebral arteries without infarction,4,14.0609676042699
Other aftercare encounter | Secondary malignancies,C787,Secondary malig neoplasm of liver and intrahepatic bile duct,Z515,Encounter for palliative care,15562,8.762751457557345,12.199499166989511,9.829934403407623,1.2410560097695522,Neoplasm,Factors/status,Secondary malignancies,Other aftercare encounter,12,9.34180970405751
Chronic obstructive pulmonary disease and bronchiectasis | Influenza,J1000,Flu due to oth ident flu virus w unsp type of pneumonia,J440,Chr obstructive pulmon disease with (acute) lower resp infct,2271,9.573466272234638,12.44559081629885,9.822967943298238,1.2669888457479808,Respiratory,Respiratory,Influenza,Chronic obstructive pulmonary disease and bronchiectasis,2,9.573466272234638
Suicidal ideation/attempt/intentional self-harm | Trauma- and stressor-related disorders,F4310,"Post-traumatic stress disorder, unspecified",R45851,Suicidal ideations,24709,10.8719760147817,16.48272845672186,9.810546761473574,1.6801029399758045,Mental/behavioural,Symptoms/signs,Trauma- and stressor-related disorders,Suicidal ideation/attempt/intentional self-harm,6,12.487430286890485
Bipolar and related disorders | Trauma- and stressor-related disorders,F3181,Bipolar II disorder,F4310,"Post-traumatic stress disorder, unspecified",2090,12.975366590734197,15.985211695431822,9.794212706695376,1.632107875756491,Mental/behavioural,Mental/behavioural,Bipolar and related disorders,Trauma- and stressor-related disorders,3,12.975366590734197
Acute phlebitis; thrombophlebitis and thromboembolism | Secondary malignancies,C787,Secondary malig neoplasm of liver and intrahepatic bile duct,I81,Portal vein thrombosis,1244,12.176146707040347,13.781860991692238,9.784447855259774,1.4085476457706905,Neoplasm,Circulatory,Secondary malignancies,Acute phlebitis; thrombophlebitis and thromboembolism,1,12.176146707040347
Acute and unspecified renal failure | Other specified status,N170,Acute kidney failure with tubular necrosis,Z9911,Dependence on respirator [ventilator] status,2627,9.496366717642305,11.097179429842498,9.771095232626385,1.1357150007901085,Genitourinary,Factors/status,Acute and unspecified renal failure,Other specified status,1,9.496366717642305
Abdominal pain and other digestive/abdomen signs and symptoms | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),R195,Other fecal abnormalities,871,11.49398034623251,12.741721984605029,9.769690539635343,1.304209374177436,Blood/immune,Symptoms/signs,Nutritional anemia,Abdominal pain and other digestive/abdomen signs and symptoms,1,11.49398034623251
Headache; including migraine | Spondylopathies/spondyloarthropathy (including infective),M542,Cervicalgia,R51,Headache,2307,10.09363522244167,11.347581372047058,9.745862343014148,1.1643486202307205,Musculoskeletal,Symptoms/signs,Spondylopathies/spondyloarthropathy (including infective),Headache; including migraine,1,10.09363522244167
